Player;Tm;Opp;Res;MP;FG;FGA;FG%;3P;3PA;3P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;GmSc;Data
TyTy Washington;MIL;ATL;L;3.23;1;2;0.5;1;1;1.0;0;0;0.0;0;0;0;0;0;0;1;0;3;1.0;29/10/2023
Julian Champagnie;SAS;LAC;L;6.92;1;4;0.25;1;2;0.5;0;0;0.0;0;2;2;0;0;1;1;0;3;0.9;29/10/2023
Andre Jackson;MIL;ATL;L;6.62;0;1;0.0;0;1;0.0;0;0;0.0;1;3;4;1;1;0;1;2;0;0.8;29/10/2023
Jaden Springer;PHI;POR;W;7.6;1;3;0.333;0;0;0.0;0;0;0.0;1;1;2;2;0;1;1;4;2;0.8;29/10/2023
Mohamed Bamba;PHI;POR;W;1.53;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;1;0;0;0;0.7;29/10/2023
Keldon Johnson;SAS;LAC;L;24.3;1;9;0.111;1;5;0.2;2;2;1.0;0;5;5;1;1;0;0;4;5;0.7;29/10/2023
Zeke Nnaji;DEN;OKC;W;14.82;0;1;0.0;0;0;0.0;0;0;0.0;1;2;3;1;0;0;0;2;0;0.5;29/10/2023
Paul Reed;PHI;POR;W;17.05;1;5;0.2;0;2;0.0;0;0;0.0;1;4;5;1;0;1;1;2;2;0.4;29/10/2023
Thanasis Antetokounmpo;MIL;ATL;L;7.55;1;1;1.0;0;0;0.0;0;0;0.0;0;0;0;2;1;0;3;2;2;0.3;29/10/2023
Trent Forrest;ATL;MIL;W;4.68;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;1;0;0;0;1;0;0.3;29/10/2023
Filip Petrusev;PHI;POR;W;2.68;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;0;0;0.3;29/10/2023
Blake Wesley;SAS;LAC;L;6.92;0;1;0.0;0;1;0.0;1;2;0.5;0;0;0;1;0;1;1;0;1;0.3;29/10/2023
Kobe Bufkin;ATL;MIL;W;3.23;0;2;0.0;0;1;0.0;1;2;0.5;1;1;2;0;0;0;0;0;1;0.2;29/10/2023
Dominick Barlow;SAS;LAC;L;4.83;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;29/10/2023
Amir Coffey;LAC;SAS;W;5.5;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;1;0;0;1;0;0;0.0;29/10/2023
Kessler Edwards;SAC;LAL;W;0.22;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;29/10/2023
Justin Holiday;DEN;OKC;W;3.32;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;29/10/2023
Vasilije Micic;OKC;DEN;L;14.17;1;3;0.333;0;2;0.0;0;0;0.0;0;0;0;3;0;0;2;1;2;0.0;29/10/2023
Olivier Sarr;OKC;DEN;L;5.52;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;29/10/2023
Collin Gillespie;DEN;OKC;W;5.52;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;1;0;0;1;0;-0.1;29/10/2023
Mouhamed Gueye;ATL;MIL;W;3.2;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;1;0;0;1;0;-0.1;29/10/2023
Kris Murray;POR;PHI;L;5.78;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;1;0;0;1;0;-0.1;29/10/2023
Matisse Thybulle;POR;PHI;L;10.65;1;3;0.333;0;2;0.0;0;0;0.0;0;0;0;0;0;0;0;1;2;-0.1;29/10/2023
Hunter Tyson;DEN;OKC;W;3.32;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;1;0;-0.1;29/10/2023
Keyontae Johnson;OKC;DEN;L;5.52;0;1;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;-0.7;29/10/2023
Rayan Rupert;POR;PHI;L;4.65;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;-0.7;29/10/2023
Jeremy Sochan;SAS;LAC;L;22.48;0;2;0.0;0;2;0.0;0;0;0.0;2;2;4;3;1;1;4;3;0;-0.8;29/10/2023
Cam Reddish;LAL;SAC;L;4.83;0;2;0.0;0;1;0.0;0;0;0.0;0;1;1;0;0;0;0;0;0;-1.1;29/10/2023
Damian Lillard;MIL;ATL;L;29.03;2;12;0.167;2;8;0.25;0;0;0.0;1;3;4;5;2;0;6;2;6;-1.3;29/10/2023
Aleksej Pokusevski;OKC;DEN;L;14.28;0;1;0.0;0;1;0.0;1;2;0.5;0;1;1;0;0;1;2;1;1;-1.5;29/10/2023
Skylar Mays;POR;PHI;L;4.65;0;2;0.0;0;1;0.0;0;0;0.0;0;0;0;1;0;0;1;0;0;-1.7;29/10/2023
Nicolas Batum;LAC;SAS;W;14.7;0;4;0.0;0;4;0.0;0;0;0.0;0;2;2;1;1;0;1;1;0;-1.9;29/10/2023
Reggie Bullock;HOU;GSW;L;6.03;0;2;0.0;0;2;0.0;0;0;0.0;0;1;1;0;0;0;1;1;0;-2.5;29/10/2023
Scoot Henderson;POR;PHI;L;26.5;2;7;0.286;0;4;0.0;0;0;0.0;0;1;1;3;0;1;4;5;4;-3.0;29/10/2023
Bruno Fernando;ATL;MIL;W;4.68;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;2;1;0;-3.1;29/10/2023
Austin Reaves;LAL;SAC;L;27.53;1;12;0.083;1;8;0.125;2;2;1.0;0;2;2;2;1;0;3;2;5;-3.8;29/10/2023
Stephen Curry;GSW;NOP;W;30.03;15;22;0.682;7;13;0.538;5;7;0.714;0;5;5;5;2;0;3;1;42;35.4;30/10/2023
Dejounte Murray;ATL;MIN;W;39.37;17;24;0.708;3;5;0.6;4;4;1.0;0;7;7;5;2;0;3;1;41;35.2;30/10/2023
Nikola Jokic;DEN;UTA;W;35.23;12;16;0.75;1;3;0.333;2;5;0.4;1;9;10;11;0;2;1;3;27;29.7;30/10/2023
Jaylen Brown;BOS;WAS;W;31.53;13;24;0.542;8;13;0.615;2;4;0.5;0;6;6;2;3;1;0;3;36;29.3;30/10/2023
Luka Doncic;DAL;MEM;W;40.0;11;22;0.5;6;12;0.5;7;10;0.7;0;12;12;12;1;1;6;4;35;28.9;30/10/2023
Anthony Davis;LAL;ORL;W;38.2;12;18;0.667;0;1;0.0;2;3;0.667;2;17;19;5;1;3;1;3;26;28.7;30/10/2023
Tyler Herro;MIA;MIL;L;42.47;12;21;0.571;2;5;0.4;9;10;0.9;1;7;8;3;1;0;3;1;35;27.2;30/10/2023
Desmond Bane;MEM;DAL;L;37.48;12;17;0.706;3;7;0.429;3;4;0.75;2;4;6;3;3;0;2;3;30;27.0;30/10/2023
D'Angelo Russell;LAL;ORL;W;36.37;10;14;0.714;3;6;0.5;5;5;1.0;0;2;2;8;1;1;3;4;28;25.5;30/10/2023
Jayson Tatum;BOS;WAS;W;27.6;14;21;0.667;4;9;0.444;1;1;1.0;0;6;6;3;0;0;2;2;33;25.0;30/10/2023
Jaren Jackson;MEM;DAL;L;33.92;10;20;0.5;3;6;0.5;7;9;0.778;2;7;9;4;0;2;1;3;30;24.7;30/10/2023
Shai Gilgeous-Alexander;OKC;DET;W;32.87;11;23;0.478;1;3;0.333;9;9;1.0;1;8;9;4;3;0;5;2;32;23.4;30/10/2023
Giannis Antetokounmpo;MIL;MIA;W;31.85;12;21;0.571;1;3;0.333;8;11;0.727;1;6;7;2;0;1;2;3;33;23.3;30/10/2023
Cam Thomas;BRK;CHO;W;37.98;10;17;0.588;1;4;0.25;12;14;0.857;0;2;2;2;0;0;2;4;33;22.7;30/10/2023
Anthony Edwards;MIN;ATL;L;37.77;13;21;0.619;5;8;0.625;0;1;0.0;0;5;5;7;1;0;5;4;31;21.9;30/10/2023
Nikola Vučević;CHI;IND;W;34.28;10;19;0.526;0;1;0.0;4;6;0.667;5;12;17;3;1;0;1;3;24;21.9;30/10/2023
Lauri Markkanen;UTA;DEN;L;37.7;10;24;0.417;5;13;0.385;2;2;1.0;5;9;14;5;0;1;2;2;27;21.8;30/10/2023
Walker Kessler;UTA;DEN;L;29.15;10;11;0.909;0;0;0.0;2;3;0.667;3;10;13;0;0;1;2;4;22;20.1;30/10/2023
Terry Rozier;CHO;BRK;L;40.7;10;19;0.526;2;6;0.333;1;1;1.0;0;3;3;9;1;1;2;2;23;19.8;30/10/2023
Mikal Bridges;BRK;CHO;W;37.73;10;13;0.769;1;3;0.333;3;3;1.0;1;6;7;4;1;1;5;3;24;19.7;30/10/2023
Brandon Miller;CHO;BRK;L;36.12;7;16;0.438;2;5;0.4;6;6;1.0;4;5;9;2;0;1;0;3;22;18.8;30/10/2023
Tyrese Haliburton;IND;CHI;L;36.1;6;16;0.375;1;8;0.125;6;7;0.857;1;4;5;13;2;0;4;1;19;18.4;30/10/2023
Damian Lillard;MIL;MIA;W;35.03;7;14;0.5;2;7;0.286;9;11;0.818;1;4;5;4;1;0;4;2;25;18.1;30/10/2023
Bobby Portis;MIL;MIA;W;18.62;7;10;0.7;0;2;0.0;2;2;1.0;2;6;8;2;2;1;0;3;16;17.9;30/10/2023
Deandre Ayton;POR;TOR;W;32.02;5;9;0.556;0;0;0.0;0;0;0.0;7;16;23;2;1;2;1;1;10;17.8;30/10/2023
Rudy Gobert;MIN;ATL;L;30.68;3;7;0.429;0;0;0.0;8;11;0.727;6;7;13;1;1;2;0;2;14;17.7;30/10/2023
Trae Young;ATL;MIN;W;35.0;9;22;0.409;1;7;0.143;5;5;1.0;0;1;1;8;1;0;1;1;24;17.7;30/10/2023
Dorian Finney-Smith;BRK;CHO;W;31.25;7;12;0.583;4;9;0.444;1;2;0.5;1;6;7;1;1;2;1;0;19;17.6;30/10/2023
Jalen Williams;OKC;DET;W;31.47;8;14;0.571;1;3;0.333;2;2;1.0;0;7;7;6;1;1;2;2;19;17.6;30/10/2023
Eugene Omoruyi;WAS;BOS;L;12.0;5;5;1.0;1;1;1.0;3;4;0.75;3;3;6;1;1;1;0;0;14;17.5;30/10/2023
Marcus Smart;MEM;DAL;L;35.4;9;17;0.529;5;10;0.5;0;0;0.0;1;4;5;9;3;0;6;6;23;17.5;30/10/2023
Mark Williams;CHO;BRK;L;23.22;8;8;1.0;0;0;0.0;2;2;1.0;1;6;7;1;0;0;1;1;18;17.4;30/10/2023
Derrick Jones;DAL;MEM;W;26.67;7;10;0.7;4;6;0.667;4;6;0.667;0;4;4;0;0;0;1;0;22;17.2;30/10/2023
Myles Turner;IND;CHI;L;31.75;6;14;0.429;3;8;0.375;5;8;0.625;2;9;11;3;0;2;1;2;20;17.2;30/10/2023
Lonnie Walker;BRK;CHO;W;28.72;6;13;0.462;3;7;0.429;4;6;0.667;0;5;5;4;1;1;0;1;19;17.1;30/10/2023
Josh Giddey;OKC;DET;W;28.4;9;18;0.5;0;2;0.0;3;5;0.6;3;4;7;3;1;1;1;1;21;16.9;30/10/2023
Ben Simmons;BRK;CHO;W;35.28;5;6;0.833;0;0;0.0;1;2;0.5;3;7;10;8;0;1;2;1;11;16.5;30/10/2023
Kyle Kuzma;WAS;BOS;L;26.33;9;15;0.6;3;6;0.5;0;0;0.0;0;5;5;4;0;0;2;0;21;16.4;30/10/2023
Aaron Gordon;DEN;UTA;W;33.2;10;12;0.833;0;0;0.0;1;4;0.25;3;4;7;2;0;0;3;2;21;16.3;30/10/2023
Jamal Murray;DEN;UTA;W;36.92;7;19;0.368;3;7;0.429;1;2;0.5;0;3;3;14;0;2;3;0;18;16.2;30/10/2023
Gary Harris;ORL;LAL;L;21.0;6;6;1.0;5;5;1.0;0;0;0.0;1;2;3;3;0;0;3;0;17;15.6;30/10/2023
Jaden Ivey;DET;OKC;L;19.28;7;13;0.538;4;6;0.667;2;2;1.0;1;1;2;3;1;1;1;5;20;15.5;30/10/2023
Chet Holmgren;OKC;DET;W;24.03;4;5;0.8;4;5;0.8;2;2;1.0;0;4;4;3;2;4;3;5;14;15.2;30/10/2023
Chris Paul;GSW;NOP;W;25.22;6;10;0.6;1;5;0.2;0;0;0.0;0;6;6;5;2;0;1;0;13;14.7;30/10/2023
De'Andre Hunter;ATL;MIN;W;30.35;6;10;0.6;3;5;0.6;1;2;0.5;0;4;4;2;1;0;0;0;16;14.6;30/10/2023
Tim Hardaway;DAL;MEM;W;29.23;8;14;0.571;3;7;0.429;2;2;1.0;0;5;5;0;0;0;1;1;21;14.5;30/10/2023
Gordon Hayward;CHO;BRK;L;31.27;6;11;0.545;2;2;1.0;1;1;1.0;0;0;0;5;2;1;0;4;15;14.3;30/10/2023
Talen Horton-Tucker;UTA;DEN;L;29.5;7;12;0.583;2;3;0.667;0;0;0.0;0;3;3;8;0;0;1;4;16;14.3;30/10/2023
Scottie Barnes;TOR;POR;L;37.35;8;19;0.421;1;4;0.25;3;3;1.0;4;8;12;2;2;1;4;3;20;14.0;30/10/2023
Zach LaVine;CHI;IND;W;35.85;6;17;0.353;1;6;0.167;10;11;0.909;0;5;5;1;0;0;1;1;23;13.9;30/10/2023
Moses Moody;GSW;NOP;W;20.85;5;8;0.625;2;5;0.4;1;1;1.0;2;1;3;4;0;0;0;0;13;13.9;30/10/2023
Trayce Jackson-Davis;GSW;NOP;W;19.83;5;9;0.556;0;0;0.0;3;4;0.75;7;2;9;0;0;4;2;2;13;13.8;30/10/2023
Jerami Grant;POR;TOR;W;37.12;8;18;0.444;2;8;0.25;4;4;1.0;1;5;6;0;1;1;2;2;22;13.7;30/10/2023
Onyeka Okongwu;ATL;MIN;W;24.25;3;3;1.0;0;0;0.0;4;4;1.0;2;5;7;3;0;0;0;1;10;13.7;30/10/2023
Jakob Poeltl;TOR;POR;L;28.45;6;8;0.75;0;0;0.0;2;3;0.667;5;5;10;1;0;1;2;3;14;13.6;30/10/2023
Ausar Thompson;DET;OKC;L;30.6;6;14;0.429;0;2;0.0;3;4;0.75;7;3;10;3;1;3;3;4;15;13.6;30/10/2023
Markelle Fultz;ORL;LAL;L;32.98;7;16;0.438;0;1;0.0;0;0;0.0;1;3;4;8;1;2;1;2;14;13.4;30/10/2023
CJ McCollum;NOP;GSW;L;33.48;7;21;0.333;2;8;0.25;3;4;0.75;2;4;6;5;1;0;0;1;19;13.4;30/10/2023
Pascal Siakam;TOR;POR;L;35.1;9;21;0.429;0;6;0.0;2;3;0.667;1;5;6;3;1;0;0;1;20;13.4;30/10/2023
Jalen Suggs;ORL;LAL;L;26.37;4;12;0.333;3;7;0.429;4;4;1.0;3;5;8;2;1;0;0;2;15;13.4;30/10/2023
Kristaps Porzings;BOS;WAS;W;23.87;7;9;0.778;1;2;0.5;0;0;0.0;0;6;6;3;0;1;2;2;15;13.3;30/10/2023
DeMar DeRozan;CHI;IND;W;34.7;6;19;0.316;0;1;0.0;8;8;1.0;1;2;3;4;0;1;0;2;20;13.1;30/10/2023
Karl-Anthony Towns;MIN;ATL;L;36.18;7;17;0.412;1;3;0.333;1;1;1.0;2;8;10;3;1;0;0;2;16;13.0;30/10/2023
Marvin Bagley;DET;OKC;L;24.0;3;4;0.75;0;0;0.0;7;8;0.875;1;3;4;1;0;0;0;1;13;12.9;30/10/2023
Jrue Holiday;BOS;WAS;W;26.7;4;7;0.571;1;3;0.333;2;2;1.0;1;4;5;3;1;2;1;1;11;12.7;30/10/2023
Malcolm Brogdon;POR;TOR;W;29.4;9;21;0.429;3;7;0.429;0;1;0.0;1;2;3;5;0;0;1;2;21;12.5;30/10/2023
Jaden McDaniels;MIN;ATL;L;23.93;5;6;0.833;2;2;1.0;0;0;0.0;0;3;3;2;0;1;0;2;12;12.0;30/10/2023
LeBron James;LAL;ORL;W;32.78;7;17;0.412;2;6;0.333;3;4;0.75;0;3;3;4;3;1;5;0;19;11.9;30/10/2023
Orlando Robinson;MIA;MIL;L;26.02;4;7;0.571;1;1;1.0;2;2;1.0;2;5;7;7;1;0;3;4;11;11.9;30/10/2023
Grant Williams;DAL;MEM;W;31.2;4;8;0.5;4;8;0.5;3;4;0.75;1;2;3;2;0;0;1;1;15;11.9;30/10/2023
Jalen Johnson;ATL;MIN;W;33.1;5;7;0.714;1;2;0.5;1;1;1.0;1;4;5;3;1;1;2;3;12;11.6;30/10/2023
Tyus Jones;WAS;BOS;L;26.53;5;9;0.556;1;4;0.25;0;0;0.0;0;3;3;7;1;0;2;0;11;11.5;30/10/2023
Jimmy Butler;MIA;MIL;L;28.72;4;11;0.364;1;2;0.5;4;4;1.0;2;2;4;4;0;1;1;0;13;11.4;30/10/2023
P.J. Washington;CHO;BRK;L;35.37;7;14;0.5;1;3;0.333;0;1;0.0;3;9;12;2;0;0;1;4;15;11.2;30/10/2023
Alec Burks;DET;OKC;L;21.1;4;9;0.444;3;4;0.75;0;0;0.0;1;1;2;7;0;0;0;3;11;11.0;30/10/2023
Jordan Hawkins;NOP;GSW;L;35.02;6;13;0.462;2;7;0.286;0;2;0.0;2;3;5;2;2;0;1;1;14;10.8;30/10/2023
Brook Lopez;MIL;MIA;W;29.38;5;9;0.556;1;4;0.25;0;0;0.0;3;4;7;3;1;1;2;3;11;10.6;30/10/2023
Ryan Rollins;WAS;BOS;L;12.0;0;2;0.0;0;0;0.0;7;8;0.875;1;0;1;3;4;0;1;1;7;10.6;30/10/2023
Jonas Valanciunas;NOP;GSW;L;22.8;4;11;0.364;1;5;0.2;2;2;1.0;2;4;6;3;0;2;0;1;11;10.6;30/10/2023
Saddiq Bey;ATL;MIN;W;25.17;4;5;0.8;3;3;1.0;0;0;0.0;0;6;6;1;0;1;1;2;11;10.5;30/10/2023
Franz Wagner;ORL;LAL;L;36.85;5;17;0.294;2;7;0.286;4;4;1.0;2;6;8;4;2;0;2;4;16;10.5;30/10/2023
Derrick White;BOS;WAS;W;23.6;2;3;0.667;1;2;0.5;0;0;0.0;1;0;1;8;2;1;2;1;5;10.3;30/10/2023
Shaedon Sharpe;POR;TOR;W;38.22;4;10;0.4;2;5;0.4;4;4;1.0;2;3;5;3;1;2;4;3;14;10.2;30/10/2023
Josh Green;DAL;MEM;W;34.27;5;10;0.5;2;4;0.5;0;0;0.0;1;1;2;3;1;0;1;0;12;10.1;30/10/2023
Dennis Schröder;TOR;POR;L;32.0;4;10;0.4;1;3;0.333;1;1;1.0;0;1;1;8;1;0;1;1;10;10.1;30/10/2023
Bruce Brown;IND;CHI;L;36.95;6;12;0.5;3;6;0.5;0;0;0.0;2;5;7;1;1;0;3;2;15;9.8;30/10/2023
John Collins;UTA;DEN;L;34.02;7;16;0.438;1;3;0.333;0;3;0.0;3;6;9;1;1;0;0;3;15;9.8;30/10/2023
Duncan Robinson;MIA;MIL;L;21.98;6;10;0.6;3;7;0.429;0;0;0.0;1;0;1;1;0;0;0;5;15;9.8;30/10/2023
Kira Lewis;NOP;GSW;L;16.07;4;6;0.667;0;2;0.0;3;4;0.75;1;0;1;2;0;0;0;1;11;9.7;30/10/2023
Ousmane Dieng;OKC;DET;W;18.1;4;4;1.0;2;2;1.0;0;1;0.0;1;0;1;2;0;0;1;0;10;9.5;30/10/2023
Zion Williamson;NOP;GSW;L;29.92;7;15;0.467;0;1;0.0;5;9;0.556;3;2;5;3;2;0;5;5;19;9.5;30/10/2023
Christian Braun;DEN;UTA;W;30.02;4;8;0.5;1;2;0.5;0;0;0.0;1;7;8;2;1;0;1;0;9;9.2;30/10/2023
Killian Hayes;DET;OKC;L;27.35;4;11;0.364;1;4;0.25;1;2;0.5;0;4;4;7;1;1;1;3;10;9.1;30/10/2023
Day'Ron Sharpe;BRK;CHO;W;10.25;5;8;0.625;0;0;0.0;1;3;0.333;4;4;8;1;0;1;1;5;11;9.0;30/10/2023
Cameron Payne;MIL;MIA;W;12.97;4;5;0.8;3;4;0.75;0;0;0.0;1;0;1;0;0;0;1;0;11;8.8;30/10/2023
Al Horford;BOS;WAS;W;15.52;4;9;0.444;0;3;0.0;0;0;0.0;4;1;5;1;2;0;0;1;8;8.7;30/10/2023
Deni Avdija;WAS;BOS;L;22.22;4;10;0.4;1;3;0.333;2;2;1.0;2;5;7;1;1;0;0;4;11;8.6;30/10/2023
Wendell Carter;ORL;LAL;L;35.22;4;8;0.5;1;3;0.333;1;2;0.5;2;6;8;1;0;1;0;4;10;8.6;30/10/2023
Kevon Looney;GSW;NOP;W;24.57;3;5;0.6;0;0;0.0;2;2;1.0;2;5;7;1;1;0;1;2;8;8.5;30/10/2023
Matisse Thybulle;POR;TOR;W;18.87;3;4;0.75;3;4;0.75;0;0;0.0;0;0;0;2;0;0;0;1;9;8.4;30/10/2023
Cole Anthony;ORL;LAL;L;21.15;4;12;0.333;1;3;0.333;3;4;0.75;0;3;3;2;3;0;1;2;12;8.3;30/10/2023
Thomas Bryant;MIA;MIL;L;21.98;4;7;0.571;0;1;0.0;2;2;1.0;0;2;2;0;2;0;1;0;10;8.3;30/10/2023
Zeke Nnaji;DEN;UTA;W;12.77;2;2;1.0;0;0;0.0;2;3;0.667;1;2;3;0;2;0;0;0;6;8.3;30/10/2023
Christian Wood;LAL;ORL;W;26.5;3;6;0.5;1;4;0.25;2;4;0.5;1;8;9;3;0;3;3;3;9;8.3;30/10/2023
Jevon Carter;CHI;IND;W;17.62;5;7;0.714;1;1;1.0;0;0;0.0;0;1;1;2;1;1;3;1;11;8.1;30/10/2023
Jordan Poole;WAS;BOS;L;25.27;5;11;0.455;1;5;0.2;0;0;0.0;2;1;3;2;3;1;3;3;11;7.9;30/10/2023
Matt Ryan;NOP;GSW;L;27.17;4;9;0.444;3;7;0.429;1;1;1.0;1;1;2;2;1;0;2;2;12;7.9;30/10/2023
Patrick Williams;CHI;IND;W;22.35;3;6;0.5;1;2;0.5;2;2;1.0;0;4;4;0;1;1;1;0;9;7.9;30/10/2023
David Roddy;MEM;DAL;L;28.98;4;8;0.5;0;1;0.0;1;2;0.5;1;4;5;2;0;1;0;2;9;7.8;30/10/2023
Buddy Hield;IND;CHI;L;18.95;4;12;0.333;3;8;0.375;0;0;0.0;3;2;5;4;0;0;2;0;11;7.7;30/10/2023
Dyson Daniels;NOP;GSW;L;24.15;3;5;0.6;1;2;0.5;0;0;0.0;0;4;4;3;0;0;0;1;7;7.6;30/10/2023
Draymond Green;GSW;NOP;W;21.57;3;8;0.375;0;2;0.0;0;0;0.0;1;5;6;7;0;1;1;2;6;7.6;30/10/2023
Pat Connaughton;MIL;MIA;W;22.52;3;5;0.6;2;3;0.667;0;0;0.0;0;5;5;2;0;1;1;2;8;7.5;30/10/2023
Jae Crowder;MIL;MIA;W;25.33;3;7;0.429;2;3;0.667;0;0;0.0;1;4;5;2;1;1;1;2;8;7.5;30/10/2023
Kyle Lowry;MIA;MIL;L;27.8;3;6;0.5;2;5;0.4;0;0;0.0;0;4;4;4;2;0;2;4;8;7.4;30/10/2023
Gary Payton;GSW;NOP;W;20.15;4;10;0.4;2;6;0.333;0;0;0.0;2;2;4;1;1;1;0;4;10;7.4;30/10/2023
Dario Saric;GSW;NOP;W;20.58;2;7;0.286;1;4;0.25;1;2;0.5;4;6;10;2;0;1;0;2;6;7.4;30/10/2023
Isaiah Stewart;DET;OKC;L;30.83;4;9;0.444;2;3;0.667;2;2;1.0;0;7;7;1;0;0;2;2;12;7.3;30/10/2023
Gabe Vincent;LAL;ORL;W;24.57;4;7;0.571;1;3;0.333;0;0;0.0;0;0;0;2;1;0;0;2;9;7.3;30/10/2023
Th�o Maledon;CHO;BRK;L;20.35;2;9;0.222;0;5;0.0;5;5;1.0;0;1;1;2;2;0;0;0;9;7.2;30/10/2023
Kelly Olynyk;UTA;DEN;L;18.2;0;2;0.0;0;2;0.0;3;4;0.75;2;2;4;5;3;0;1;4;3;7.1;30/10/2023
Obi Toppin;IND;CHI;L;23.85;2;5;0.4;0;2;0.0;2;2;1.0;2;6;8;0;1;0;0;1;6;7.1;30/10/2023
Jaime Jaquez;MIA;MIL;L;22.7;3;9;0.333;2;5;0.4;0;0;0.0;1;1;2;3;1;1;0;2;8;6.9;30/10/2023
Bilal Coulibaly;WAS;BOS;L;27.85;4;12;0.333;1;6;0.167;0;0;0.0;2;3;5;1;1;2;1;0;9;6.6;30/10/2023
Marcus Sasser;DET;OKC;L;14.03;2;4;0.5;2;2;1.0;0;0;0.0;0;2;2;2;1;0;0;1;6;6.6;30/10/2023
Maxi Kleber;DAL;MEM;W;22.13;2;4;0.5;1;3;0.333;2;2;1.0;1;4;5;2;1;0;2;2;7;6.5;30/10/2023
Bennedict Mathurin;IND;CHI;L;27.55;4;11;0.364;1;4;0.25;6;6;1.0;1;3;4;0;0;0;2;5;15;6.5;30/10/2023
Alex Caruso;CHI;IND;W;26.08;3;5;0.6;1;2;0.5;1;2;0.5;1;3;4;3;0;1;3;1;8;6.3;30/10/2023
Olivier Sarr;OKC;DET;W;21.15;0;0;0.0;0;0;0.0;2;4;0.5;1;8;9;1;0;3;0;2;2;6.3;30/10/2023
Luguentz Dort;OKC;DET;W;25.98;3;7;0.429;1;4;0.25;0;0;0.0;0;2;2;0;2;1;0;1;7;6.2;30/10/2023
Kyle Anderson;MIN;ATL;L;24.78;2;5;0.4;0;2;0.0;0;0;0.0;1;1;2;5;2;1;2;1;4;6.1;30/10/2023
Andre Drummond;CHI;IND;W;13.72;2;4;0.5;0;0;0.0;1;2;0.5;2;1;3;2;1;0;1;0;5;5.7;30/10/2023
Shake Milton;MIN;ATL;L;16.55;4;8;0.5;2;2;1.0;0;0;0.0;0;1;1;1;0;0;1;1;10;5.6;30/10/2023
Nick Richards;CHO;BRK;L;12.58;1;1;1.0;0;0;0.0;2;2;1.0;0;2;2;1;1;2;1;2;4;5.6;30/10/2023
OG Anunoby;TOR;POR;L;30.23;4;12;0.333;2;9;0.222;0;0;0.0;0;3;3;1;2;1;2;0;10;5.5;30/10/2023
Torrey Craig;CHI;IND;W;19.82;2;3;0.667;1;1;1.0;0;0;0.0;1;3;4;1;2;1;2;3;5;5.5;30/10/2023
Scoot Henderson;POR;TOR;W;34.42;4;12;0.333;0;6;0.0;3;4;0.75;0;4;4;7;2;0;4;6;11;5.5;30/10/2023
Khris Middleton;MIL;MIA;W;17.05;1;4;0.25;0;2;0.0;3;4;0.75;0;2;2;5;1;0;1;2;5;5.5;30/10/2023
Naz Reid;MIN;ATL;L;23.97;5;12;0.417;3;7;0.429;0;0;0.0;0;1;1;0;0;0;1;1;13;5.5;30/10/2023
Kentavious Caldwell-Pope;DEN;UTA;W;33.27;3;5;0.6;2;4;0.5;0;0;0.0;0;3;3;0;1;2;2;4;8;5.4;30/10/2023
Austin Reaves;LAL;ORL;W;31.32;5;12;0.417;1;4;0.25;0;0;0.0;0;3;3;3;0;1;3;0;11;5.3;30/10/2023
JT Thor;CHO;BRK;L;18.62;3;6;0.5;1;4;0.25;0;0;0.0;0;2;2;3;0;0;1;1;7;5.3;30/10/2023
Royce O'Neale;BRK;CHO;W;31.83;3;8;0.375;2;6;0.333;0;0;0.0;0;2;2;0;0;2;0;1;8;5.2;30/10/2023
Collin Sexton;UTA;DEN;L;16.85;5;10;0.5;2;5;0.4;0;0;0.0;0;0;0;0;0;0;1;2;12;5.2;30/10/2023
Coby White;CHI;IND;W;25.48;3;6;0.5;1;2;0.5;0;0;0.0;0;2;2;3;1;0;1;4;7;5.1;30/10/2023
Sam Hauser;BOS;WAS;W;25.13;3;10;0.3;2;9;0.222;0;0;0.0;3;5;8;1;0;1;1;3;8;5.0;30/10/2023
Dāvis Bertāns;OKC;DET;W;12.85;1;2;0.5;1;2;0.5;3;3;1.0;0;1;1;0;0;0;0;1;6;4.9;30/10/2023
